part,topic,question,cue_card,source,band9_answer,answer_variant
2,Describe a time you tried something new,Describe a time you tried something new,"You should say:
- what you tried
- where you did it
- who you were with
- and explain why you decided to try it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a trip you enjoyed,Describe a trip you enjoyed,"You should say:
- where you went
- who you went with
- what you did there
- and explain why it was memorable.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a trip you enjoyed,Describe a trip you enjoyed,"You should say:
- where you went
- who you went with
- what you did there
- and explain why it was memorable.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe an achievement you are proud of,Describe an achievement you are proud of,"You should say:
- what you achieved
- how you achieved it
- who supported you
- and explain why it matters to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe an achievement you are proud of,Describe an achievement you are proud of,"You should say:
- what you achieved
- how you achieved it
- who supported you
- and explain why it matters to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a book you enjoyed,Describe a book you enjoyed,"You should say:
- what it was
- what it was about
- when you read it
- and explain why you enjoyed it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a book you enjoyed,Describe a book you enjoyed,"You should say:
- what it was
- what it was about
- when you read it
- and explain why you enjoyed it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a film you recommend,Describe a film you recommend,"You should say:
- what it is
- what it is about
- who you would recommend it to
- and explain why you recommend it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a film you recommend,Describe a film you recommend,"You should say:
- what it is
- what it is about
- who you would recommend it to
- and explain why you recommend it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a TV programme you found interesting,Describe a TV programme you found interesting,"You should say:
- what it was
- what topic it covered
- when you watched it
- and explain why it was interesting.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a TV programme you found interesting,Describe a TV programme you found interesting,"You should say:
- what it was
- what topic it covered
- when you watched it
- and explain why it was interesting.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a skill you learned that is useful,Describe a skill you learned that is useful,"You should say:
- what the skill is
- how you learned it
- how you use it
- and explain why it is useful.",question_bank,"- Skill: clear written communication

- Learned: docs + feedback

- Use: emails, proposals, incident summaries

- Why: less confusion, faster decisions




One useful skill I’ve learned is clear written communication, especially at work. I developed it gradually while writing documentation and project updates. At first, my messages were either too short or too detailed, so people misunderstood my point. Over time, I learned to use a simple structure: the goal first, then the decision, and finally the next steps.

Now I use this skill every day—when I explain a technical issue to someone non-technical, or when I summarise progress for a stakeholder. For example, during an incident, instead of sharing raw logs, I write a short note with impact, cause, and prevention.

It’s useful because it saves time and reduces stress. When communication is clear, teams make decisions faster and trust increases.",A
2,Describe a skill you learned that is useful,Describe a skill you learned that is useful,"You should say:
- what the skill is
- how you learned it
- how you use it
- and explain why it is useful.",question_bank,"Actually, - Skill: clear written communication - Learned: docs + feedback - Use: emails, proposals, incident summaries - Why: less confusion, faster decisions One useful skill I’ve learned is clear written communication, especially at work. I developed it gradually while writing documentation and project updates. At first, my messages were either too short or too detailed, so people misunderstood my point. Over time, I learned to use a simple structure: the goal first, then the decision, and finally the next steps. Now I use this skill every day—when I explain a technical issue to someone non-technical, or when I summarise progress for a stakeholder. For instance, during an incident, instead of sharing raw logs, I write a short note with impact, cause, and prevention. It’s useful because it saves time and reduces stress. When communication is clear, teams make decisions faster and trust increases.",B
2,Describe a difficult task you completed,Describe a difficult task you completed,"You should say:
- what the task was
- why it was difficult
- how you finished it
- and explain what you learned from it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a difficult task you completed,Describe a difficult task you completed,"You should say:
- what the task was
- why it was difficult
- how you finished it
- and explain what you learned from it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a team project you worked on,Describe a team project you worked on,"You should say:
- what the project was
- who you worked with
- what your role was
- and explain why the experience was valuable.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a team project you worked on,Describe a team project you worked on,"You should say:
- what the project was
- who you worked with
- what your role was
- and explain why the experience was valuable.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a healthy habit you developed,Describe a healthy habit you developed,"You should say:
- what the habit is
- when you started it
- how you maintain it
- and explain why it is important.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a healthy habit you developed,Describe a healthy habit you developed,"You should say:
- what the habit is
- when you started it
- how you maintain it
- and explain why it is important.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a meal you enjoyed with others,Describe a meal you enjoyed with others,"You should say:
- what you ate
- who you were with
- where it was
- and explain why it was enjoyable.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a meal you enjoyed with others,Describe a meal you enjoyed with others,"You should say:
- what you ate
- who you were with
- where it was
- and explain why it was enjoyable.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a time you helped someone,Describe a time you helped someone,"You should say:
- who you helped
- what you did
- what the result was
- and explain how you felt about it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a time you helped someone,Describe a time you helped someone,"You should say:
- who you helped
- what you did
- what the result was
- and explain how you felt about it.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe an app or website you use often,Describe an app or website you use often,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe an app or website you use often,Describe an app or website you use often,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a small business you like,Describe a small business you like,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a small business you like,Describe a small business you like,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a public place in your city,Describe a public place in your city,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a public place in your city,Describe a public place in your city,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a piece of news you found interesting,Describe a piece of news you found interesting,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a piece of news you found interesting,Describe a piece of news you found interesting,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
2,Describe a traditional celebration in your country,Describe a traditional celebration in your country,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",A
2,Describe a traditional celebration in your country,Describe a traditional celebration in your country,"You should say:
- what it is
- when you experienced/used/saw it
- what happened or how you used it
- and explain why it is memorable or important to you.",question_bank,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges. The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion. I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable.",B
